tick,read_write_time_ms,mem_usage_mb,chunks_loaded,chunks_unloaded,used_cells,used_cells_bbox_w,used_cells_bbox_h,player_x,player_y,savefile_size
781,0.058,56.0157270431519,0,0,4096,64,64,3674.11059570313,3674.11059570313,1589248
782,0.062,56.0157279968262,0,0,4096,64,64,3678.82470703125,3678.82470703125,1589248
783,0.06,56.0157289505005,0,0,4096,64,64,3683.53881835938,3683.53881835938,1589248
784,0.047,56.0157299041748,0,0,4096,64,64,3688.2529296875,3688.2529296875,1589248
785,0.044,56.0157308578491,0,0,4096,64,64,3692.96704101563,3692.96704101563,1589248
786,0.06,56.0157318115234,0,0,4096,64,64,3697.68115234375,3697.68115234375,1589248
787,0.049,56.0157327651978,0,0,4096,64,64,3702.39526367188,3702.39526367188,1589248
788,0.039,56.0157337188721,0,0,4096,64,64,3707.109375,3707.109375,1589248
789,0.04,56.0157346725464,0,0,4096,64,64,3711.82348632813,3711.82348632813,1589248
790,0.108,56.0157356262207,0,0,4096,64,64,3716.53759765625,3716.53759765625,1589248
791,0.037,56.015736579895,0,0,4096,64,64,3721.25170898438,3721.25170898438,1589248
792,0.049,56.0157375335693,0,0,4096,64,64,3725.9658203125,3725.9658203125,1589248
793,0.039,56.0157384872437,0,0,4096,64,64,3730.67993164063,3730.67993164063,1589248
794,0.035,56.015739440918,0,0,4096,64,64,3735.39404296875,3735.39404296875,1589248
795,0.038,56.0157403945923,0,0,4096,64,64,3740.10815429688,3740.10815429688,1589248
796,0.048,56.0157413482666,0,0,4096,64,64,3744.822265625,3744.822265625,1589248
797,0.039,56.0157423019409,0,0,4096,64,64,3749.53637695313,3749.53637695313,1589248
798,0.046,56.0157432556152,0,0,4096,64,64,3754.25048828125,3754.25048828125,1589248
799,0.054,56.0157442092896,0,0,4096,64,64,3758.96459960938,3758.96459960938,1589248
800,0.059,56.0157451629639,0,0,4096,64,64,3763.6787109375,3763.6787109375,1589248
801,0.041,56.0157461166382,0,0,4096,64,64,3768.39282226563,3768.39282226563,1589248
802,0.05,56.0157470703125,0,0,4096,64,64,3773.10693359375,3773.10693359375,1589248
803,0.059,56.0157480239868,0,0,4096,64,64,3777.82104492188,3777.82104492188,1589248
804,0.054,56.0157489776611,0,0,4096,64,64,3782.53515625,3782.53515625,1589248
805,0.064,56.0157499313354,0,0,4096,64,64,3787.24926757813,3787.24926757813,1589248
806,0.055,56.0157508850098,0,0,4096,64,64,3791.96337890625,3791.96337890625,1589248
807,0.055,56.0157518386841,0,0,4096,64,64,3796.67749023438,3796.67749023438,1589248
808,0.034,56.0157527923584,0,0,4096,64,64,3801.3916015625,3801.3916015625,1589248
809,0.054,56.0157537460327,0,0,4096,64,64,3806.10571289063,3806.10571289063,1589248
810,0.057,56.015754699707,0,0,4096,64,64,3810.81982421875,3810.81982421875,1589248
811,0.045,56.0157556533813,0,0,4096,64,64,3815.53393554688,3815.53393554688,1589248
812,0.058,56.0157566070557,0,0,4096,64,64,3820.248046875,3820.248046875,1589248
813,0.056,56.01575756073,0,0,4096,64,64,3824.96215820313,3824.96215820313,1589248
814,0.062,56.0157585144043,0,0,4096,64,64,3829.67626953125,3829.67626953125,1589248
815,0.054,56.0157594680786,0,0,4096,64,64,3834.39038085938,3834.39038085938,1589248
816,0.055,56.0157604217529,0,0,4096,64,64,3839.1044921875,3839.1044921875,1589248
817,0.048,56.0157613754272,0,0,4096,64,64,3843.81860351563,3843.81860351563,1589248
818,0.037,56.0157623291016,0,0,4096,64,64,3848.53271484375,3848.53271484375,1589248
819,0.059,56.0157632827759,0,0,4096,64,64,3853.24682617188,3853.24682617188,1589248
820,0.114,56.0157642364502,0,0,4096,64,64,3857.9609375,3857.9609375,1589248
821,0.048,56.0157651901245,0,0,4096,64,64,3862.67504882813,3862.67504882813,1589248
822,0.053,56.0157661437988,0,0,4096,64,64,3867.38916015625,3867.38916015625,1589248
823,0.061,56.0157670974731,0,0,4096,64,64,3872.10327148438,3872.10327148438,1589248
824,0.054,56.0157680511475,0,0,4096,64,64,3876.8173828125,3876.8173828125,1589248
825,0.06,56.0157690048218,0,0,4096,64,64,3881.53149414063,3881.53149414063,1589248
826,0.042,56.0157699584961,0,0,4096,64,64,3886.24560546875,3886.24560546875,1589248
827,0.057,56.0157709121704,0,0,4096,64,64,3890.95971679688,3890.95971679688,1589248
828,0.054,56.0157718658447,0,0,4096,64,64,3895.673828125,3895.673828125,1589248
829,0.057,56.015772819519,0,0,4096,64,64,3900.38793945313,3900.38793945313,1589248
830,0.057,56.0157737731934,0,0,4096,64,64,3905.10205078125,3905.10205078125,1589248
831,0.056,56.0157747268677,0,0,4096,64,64,3909.81616210938,3909.81616210938,1589248
832,0.037,56.015775680542,0,0,4096,64,64,3914.5302734375,3914.5302734375,1589248
833,0.051,56.0157766342163,0,0,4096,64,64,3919.24438476563,3919.24438476563,1589248
834,0.041,56.0157775878906,0,0,4096,64,64,3923.95849609375,3923.95849609375,1589248
835,0.059,56.0157785415649,0,0,4096,64,64,3928.67260742188,3928.67260742188,1589248
836,0.051,56.0157794952393,0,0,4096,64,64,3933.38671875,3933.38671875,1589248
837,0.039,56.0157804489136,0,0,4096,64,64,3938.10083007813,3938.10083007813,1589248
838,0.062,56.0157814025879,0,0,4096,64,64,3942.81494140625,3942.81494140625,1589248
839,0.059,56.0157823562622,0,0,4096,64,64,3947.52905273438,3947.52905273438,1589248
840,0.057,56.0157833099365,0,0,4096,64,64,3952.2431640625,3952.2431640625,1589248
841,0.047,56.0157842636108,0,0,4096,64,64,3956.95727539063,3956.95727539063,1589248
842,0.063,56.0157852172852,0,0,4096,64,64,3961.67138671875,3961.67138671875,1589248
843,0.042,56.0157861709595,0,0,4096,64,64,3966.38549804688,3966.38549804688,1589248
844,0.05,56.0157871246338,0,0,4096,64,64,3971.099609375,3971.099609375,1589248
845,0.038,56.0157880783081,0,0,4096,64,64,3975.81372070313,3975.81372070313,1589248
846,0.131,56.0157890319824,0,0,4096,64,64,3980.52783203125,3980.52783203125,1589248
847,0.043,56.0157899856567,0,0,4096,64,64,3985.24194335938,3985.24194335938,1589248
848,0.063,56.0157909393311,0,0,4096,64,64,3989.9560546875,3989.9560546875,1589248
849,0.047,56.0157918930054,0,0,4096,64,64,3994.67016601563,3994.67016601563,1589248
850,0.056,56.0157928466797,0,0,4096,64,64,3999.38427734375,3999.38427734375,1589248
851,0.069,56.015793800354,0,0,4096,64,64,4004.09838867188,4004.09838867188,1589248
852,0.054,56.0157947540283,0,0,4096,64,64,4008.8125,4008.8125,1589248
853,0.04,56.0157957077026,0,0,4096,64,64,4013.52661132813,4013.52661132813,1589248
854,0.045,56.015796661377,0,0,4096,64,64,4018.24072265625,4018.24072265625,1589248
855,0.045,56.0157976150513,0,0,4096,64,64,4022.95483398438,4022.95483398438,1589248
856,0.04,56.0157985687256,0,0,4096,64,64,4027.6689453125,4027.6689453125,1589248
857,0.038,56.0157995223999,0,0,4096,64,64,4032.38305664063,4032.38305664063,1589248
858,0.036,56.0158004760742,0,0,4096,64,64,4037.09716796875,4037.09716796875,1589248
859,0.037,56.0158014297485,0,0,4096,64,64,4041.81127929688,4041.81127929688,1589248
860,0.041,56.0158023834229,0,0,4096,64,64,4046.525390625,4046.525390625,1589248
861,0.055,56.0158033370972,0,0,4096,64,64,4051.23950195313,4051.23950195313,1589248
862,0.05,56.0158042907715,0,0,4096,64,64,4055.95361328125,4055.95361328125,1589248
863,0.056,56.0158052444458,0,0,4096,64,64,4060.66772460938,4060.66772460938,1589248
864,43.292,56.732873916626,7,7,4096,64,64,4065.3818359375,4065.3818359375,1589248
865,0.039,56.0158071517944,0,0,4096,64,64,4070.09594726563,4070.09594726563,1589248
866,0.015,56.0169219970703,0,0,4096,64,64,4074.81005859375,4074.81005859375,1589248
867,0.028,56.0158090591431,0,0,4096,64,64,4079.52416992188,4079.52416992188,1589248
868,0.035,56.0158100128174,0,0,4096,64,64,4084.23828125,4084.23828125,1589248
869,0.028,56.0158109664917,0,0,4096,64,64,4088.95239257813,4088.95239257813,1589248
870,0.031,56.015811920166,0,0,4096,64,64,4093.66650390625,4093.66650390625,1589248
871,0.064,56.0158128738403,0,0,4096,64,64,4098.38037109375,4098.38037109375,1589248
872,0.041,56.0158138275146,0,0,4096,64,64,4103.09423828125,4103.09423828125,1589248
873,0.056,56.015814781189,0,0,4096,64,64,4107.80810546875,4107.80810546875,1589248
874,0.048,56.0158157348633,0,0,4096,64,64,4112.52197265625,4112.52197265625,1589248
875,0.046,56.0158166885376,0,0,4096,64,64,4117.23583984375,4117.23583984375,1589248
876,0.055,56.0158176422119,0,0,4096,64,64,4121.94970703125,4121.94970703125,1589248
877,0.054,56.0158185958862,0,0,4096,64,64,4126.66357421875,4126.66357421875,1589248
878,0.066,56.0158195495605,0,0,4096,64,64,4131.37744140625,4131.37744140625,1589248
879,0.074,56.0158205032349,0,0,4096,64,64,4136.09130859375,4136.09130859375,1589248
880,0.052,56.0158214569092,0,0,4096,64,64,4140.80517578125,4140.80517578125,1589248
881,0.041,56.0158224105835,0,0,4096,64,64,4145.51904296875,4145.51904296875,1589248
882,0.117,56.0158233642578,0,0,4096,64,64,4150.23291015625,4150.23291015625,1589248
883,0.053,56.0158243179321,0,0,4096,64,64,4154.94677734375,4154.94677734375,1589248
884,0.043,56.0158252716064,0,0,4096,64,64,4159.66064453125,4159.66064453125,1589248
885,0.047,56.0158262252808,0,0,4096,64,64,4164.37451171875,4164.37451171875,1589248
886,0.051,56.0158271789551,0,0,4096,64,64,4169.08837890625,4169.08837890625,1589248
887,0.048,56.0158281326294,0,0,4096,64,64,4173.80224609375,4173.80224609375,1589248
888,0.053,56.0158290863037,0,0,4096,64,64,4178.51611328125,4178.51611328125,1589248
889,0.055,56.015830039978,0,0,4096,64,64,4183.22998046875,4183.22998046875,1589248
890,0.041,56.0158309936523,0,0,4096,64,64,4187.94384765625,4187.94384765625,1589248
891,0.058,56.0182504653931,0,0,4096,64,64,4192.65771484375,4192.65771484375,1589248
892,0.042,56.015832901001,0,0,4096,64,64,4197.37158203125,4197.37158203125,1589248
893,0.054,56.0158338546753,0,0,4096,64,64,4202.08544921875,4202.08544921875,1589248
894,0.042,56.0158348083496,0,0,4096,64,64,4206.79931640625,4206.79931640625,1589248
895,0.06,56.0158357620239,0,0,4096,64,64,4211.51318359375,4211.51318359375,1589248
896,0.037,56.0158367156982,0,0,4096,64,64,4216.22705078125,4216.22705078125,1589248
897,0.042,56.0158376693726,0,0,4096,64,64,4220.94091796875,4220.94091796875,1589248
898,0.041,56.0158386230469,0,0,4096,64,64,4225.65478515625,4225.65478515625,1589248
899,0.042,56.0158395767212,0,0,4096,64,64,4230.36865234375,4230.36865234375,1589248
900,0.057,56.0158405303955,0,0,4096,64,64,4235.08251953125,4235.08251953125,1589248
901,0.053,56.0158414840698,0,0,4096,64,64,4239.79638671875,4239.79638671875,1589248
902,0.054,56.0158424377441,0,0,4096,64,64,4244.51025390625,4244.51025390625,1589248
903,0.046,56.0158433914185,0,0,4096,64,64,4249.22412109375,4249.22412109375,1589248
904,0.055,56.0158443450928,0,0,4096,64,64,4253.93798828125,4253.93798828125,1589248
905,0.042,56.0158452987671,0,0,4096,64,64,4258.65185546875,4258.65185546875,1589248
906,0.056,56.0158462524414,0,0,4096,64,64,4263.36572265625,4263.36572265625,1589248
907,0.05,56.0158472061157,0,0,4096,64,64,4268.07958984375,4268.07958984375,1589248
908,0.053,56.01584815979,0,0,4096,64,64,4272.79345703125,4272.79345703125,1589248
909,0.095,56.0158491134644,0,0,4096,64,64,4277.50732421875,4277.50732421875,1589248
910,0.049,56.0158500671387,0,0,4096,64,64,4282.22119140625,4282.22119140625,1589248
911,0.053,56.015851020813,0,0,4096,64,64,4286.93505859375,4286.93505859375,1589248
912,0.037,56.0158519744873,0,0,4096,64,64,4291.64892578125,4291.64892578125,1589248
913,0.048,56.0158529281616,0,0,4096,64,64,4296.36279296875,4296.36279296875,1589248
914,0.047,56.0158538818359,0,0,4096,64,64,4301.07666015625,4301.07666015625,1589248
915,0.036,56.0158548355103,0,0,4096,64,64,4305.79052734375,4305.79052734375,1589248
916,0.039,56.0158557891846,0,0,4096,64,64,4310.50439453125,4310.50439453125,1589248
917,0.045,56.0158567428589,0,0,4096,64,64,4315.21826171875,4315.21826171875,1589248
918,0.059,56.0158576965332,0,0,4096,64,64,4319.93212890625,4319.93212890625,1589248
919,0.061,56.0158586502075,0,0,4096,64,64,4324.64599609375,4324.64599609375,1589248
920,0.054,56.0158596038818,0,0,4096,64,64,4329.35986328125,4329.35986328125,1589248
921,0.063,56.0158605575562,0,0,4096,64,64,4334.07373046875,4334.07373046875,1589248
922,0.035,56.0158615112305,0,0,4096,64,64,4338.78759765625,4338.78759765625,1589248
923,0.037,56.0158624649048,0,0,4096,64,64,4343.50146484375,4343.50146484375,1589248
924,0.034,56.0158634185791,0,0,4096,64,64,4348.21533203125,4348.21533203125,1589248
925,0.045,56.0158643722534,0,0,4096,64,64,4352.92919921875,4352.92919921875,1589248
926,0.041,56.0158653259277,0,0,4096,64,64,4357.64306640625,4357.64306640625,1589248
927,0.056,56.0158662796021,0,0,4096,64,64,4362.35693359375,4362.35693359375,1589248
928,0.055,56.0158672332764,0,0,4096,64,64,4367.07080078125,4367.07080078125,1589248
929,0.06,56.0158681869507,0,0,4096,64,64,4371.78466796875,4371.78466796875,1589248
930,0.061,56.015869140625,0,0,4096,64,64,4376.49853515625,4376.49853515625,1589248
931,0.057,56.0158700942993,0,0,4096,64,64,4381.21240234375,4381.21240234375,1589248
932,0.04,56.0158710479736,0,0,4096,64,64,4385.92626953125,4385.92626953125,1589248
933,0.045,56.0158720016479,0,0,4096,64,64,4390.64013671875,4390.64013671875,1589248
934,0.049,56.0158729553223,0,0,4096,64,64,4395.35400390625,4395.35400390625,1589248
935,0.038,56.0158739089966,0,0,4096,64,64,4400.06787109375,4400.06787109375,1589248
936,0.036,56.0158748626709,0,0,4096,64,64,4404.78173828125,4404.78173828125,1589248
937,0.06,56.0158758163452,0,0,4096,64,64,4409.49560546875,4409.49560546875,1589248
938,0.065,56.0158767700195,0,0,4096,64,64,4414.20947265625,4414.20947265625,1589248
939,0.035,56.0158777236938,0,0,4096,64,64,4418.92333984375,4418.92333984375,1589248
940,0.06,56.0158786773682,0,0,4096,64,64,4423.63720703125,4423.63720703125,1589248
941,0.065,56.0158796310425,0,0,4096,64,64,4428.35107421875,4428.35107421875,1589248
942,0.056,56.0158805847168,0,0,4096,64,64,4433.06494140625,4433.06494140625,1589248
943,0.057,56.0158815383911,0,0,4096,64,64,4437.77880859375,4437.77880859375,1589248
944,0.084,56.0158824920654,0,0,4096,64,64,4442.49267578125,4442.49267578125,1589248
945,0.039,56.0158834457397,0,0,4096,64,64,4447.20654296875,4447.20654296875,1589248
946,0.07,56.0158843994141,0,0,4096,64,64,4451.92041015625,4451.92041015625,1589248
947,0.044,56.0158853530884,0,0,4096,64,64,4456.63427734375,4456.63427734375,1589248
948,0.056,56.0158863067627,0,0,4096,64,64,4461.34814453125,4461.34814453125,1589248
949,0.047,56.015887260437,0,0,4096,64,64,4466.06201171875,4466.06201171875,1589248
950,0.038,56.0158882141113,0,0,4096,64,64,4470.77587890625,4470.77587890625,1589248
951,0.039,56.0183076858521,0,0,4096,64,64,4475.48974609375,4475.48974609375,1589248
952,0.053,56.01589012146,0,0,4096,64,64,4480.20361328125,4480.20361328125,1589248
953,0.046,56.0158910751343,0,0,4096,64,64,4484.91748046875,4484.91748046875,1589248
954,0.044,56.0158920288086,0,0,4096,64,64,4489.63134765625,4489.63134765625,1589248
955,0.054,56.0158929824829,0,0,4096,64,64,4494.34521484375,4494.34521484375,1589248
956,0.048,56.0158939361572,0,0,4096,64,64,4499.05908203125,4499.05908203125,1589248
957,0.054,56.0158948898315,0,0,4096,64,64,4503.77294921875,4503.77294921875,1589248
958,0.063,56.0158958435059,0,0,4096,64,64,4508.48681640625,4508.48681640625,1589248
959,0.051,56.0158967971802,0,0,4096,64,64,4513.20068359375,4513.20068359375,1589248
960,0.047,56.0158977508545,0,0,4096,64,64,4517.91455078125,4517.91455078125,1589248
961,0.044,56.0158987045288,0,0,4096,64,64,4522.62841796875,4522.62841796875,1589248
962,0.063,56.0158996582031,0,0,4096,64,64,4527.34228515625,4527.34228515625,1589248
963,0.055,56.0159006118774,0,0,4096,64,64,4532.05615234375,4532.05615234375,1589248
964,0.04,56.0159015655518,0,0,4096,64,64,4536.77001953125,4536.77001953125,1589248
965,0.054,56.0159025192261,0,0,4096,64,64,4541.48388671875,4541.48388671875,1589248
966,0.064,56.0159034729004,0,0,4096,64,64,4546.19775390625,4546.19775390625,1589248
967,0.054,56.0159044265747,0,0,4096,64,64,4550.91162109375,4550.91162109375,1589248
968,0.056,56.015905380249,0,0,4096,64,64,4555.62548828125,4555.62548828125,1589248
969,0.056,56.0159063339233,0,0,4096,64,64,4560.33935546875,4560.33935546875,1589248
970,0.037,56.0159072875977,0,0,4096,64,64,4565.05322265625,4565.05322265625,1589248
971,0.047,56.015908241272,0,0,4096,64,64,4569.76708984375,4569.76708984375,1589248
972,0.055,56.0159091949463,0,0,4096,64,64,4574.48095703125,4574.48095703125,1589248
973,44.271,56.7329778671265,7,7,4096,64,64,4579.19482421875,4579.19482421875,1589248
974,0.041,56.0159111022949,0,0,4096,64,64,4583.90869140625,4583.90869140625,1589248
975,0.019,56.0170259475708,0,0,4096,64,64,4588.62255859375,4588.62255859375,1589248
976,0.03,56.0159130096436,0,0,4096,64,64,4593.33642578125,4593.33642578125,1589248
977,0.028,56.0159139633179,0,0,4096,64,64,4598.05029296875,4598.05029296875,1589248
978,0.042,56.0159149169922,0,0,4096,64,64,4602.76416015625,4602.76416015625,1589248
979,0.044,56.0159158706665,0,0,4096,64,64,4607.47802734375,4607.47802734375,1589248
980,0.039,56.0159168243408,0,0,4096,64,64,4612.19189453125,4612.19189453125,1589248
981,0.058,56.0159177780151,0,0,4096,64,64,4616.90576171875,4616.90576171875,1589248
982,0.054,56.0159187316895,0,0,4096,64,64,4621.61962890625,4621.61962890625,1589248
983,0.038,56.0159196853638,0,0,4096,64,64,4626.33349609375,4626.33349609375,1589248
984,0.043,56.0159206390381,0,0,4096,64,64,4631.04736328125,4631.04736328125,1589248
985,0.046,56.0159215927124,0,0,4096,64,64,4635.76123046875,4635.76123046875,1589248
986,0.045,56.0159225463867,0,0,4096,64,64,4640.47509765625,4640.47509765625,1589248
987,0.22,56.015923500061,0,0,4096,64,64,4645.18896484375,4645.18896484375,1589248
988,0.046,56.0159244537354,0,0,4096,64,64,4649.90283203125,4649.90283203125,1589248
989,0.047,56.0159254074097,0,0,4096,64,64,4654.61669921875,4654.61669921875,1589248
990,0.043,56.015926361084,0,0,4096,64,64,4659.33056640625,4659.33056640625,1589248
991,0.043,56.0159273147583,0,0,4096,64,64,4664.04443359375,4664.04443359375,1589248
992,0.038,56.0159282684326,0,0,4096,64,64,4668.75830078125,4668.75830078125,1589248
993,0.045,56.0159292221069,0,0,4096,64,64,4673.47216796875,4673.47216796875,1589248
994,0.059,56.0159301757813,0,0,4096,64,64,4678.18603515625,4678.18603515625,1589248
995,0.037,56.0159311294556,0,0,4096,64,64,4682.89990234375,4682.89990234375,1589248
996,0.058,56.0159320831299,0,0,4096,64,64,4687.61376953125,4687.61376953125,1589248
997,0.048,56.0159330368042,0,0,4096,64,64,4692.32763671875,4692.32763671875,1589248
998,0.066,56.0159339904785,0,0,4096,64,64,4697.04150390625,4697.04150390625,1589248
999,0.057,56.0159349441528,0,0,4096,64,64,4701.75537109375,4701.75537109375,1589248
1000,0.048,56.0159358978271,0,0,4096,64,64,4706.46923828125,4706.46923828125,1589248
1001,0.043,55.9847593307495,0,0,4096,64,64,4711.18310546875,4711.18310546875,1589248
1002,0.035,55.9837646484375,0,0,4096,64,64,4715.89697265625,4715.89697265625,1589248
1003,0.043,55.9837961196899,0,0,4096,64,64,4720.61083984375,4720.61083984375,1589248
1004,0.053,55.9838581085205,0,0,4096,64,64,4725.32470703125,4725.32470703125,1589248
1005,0.055,55.9838590621948,0,0,4096,64,64,4730.03857421875,4730.03857421875,1589248
1006,0.035,55.9838600158691,0,0,4096,64,64,4734.75244140625,4734.75244140625,1589248
1007,0.078,55.983983039856,0,0,4096,64,64,4739.46630859375,4739.46630859375,1589248
1008,0.056,55.9839839935303,0,0,4096,64,64,4744.18017578125,4744.18017578125,1589248
1009,0.059,55.9839849472046,0,0,4096,64,64,4748.89404296875,4748.89404296875,1589248
1010,0.046,55.9839859008789,0,0,4096,64,64,4753.60791015625,4753.60791015625,1589248
1011,0.057,55.9839868545532,0,0,4096,64,64,4758.32177734375,4758.32177734375,1589248
1012,0.052,55.9842319488525,0,0,4096,64,64,4763.03564453125,4763.03564453125,1589248
1013,0.061,55.9842329025269,0,0,4096,64,64,4767.74951171875,4767.74951171875,1589248
1014,0.064,55.9842338562012,0,0,4096,64,64,4772.46337890625,4772.46337890625,1589248
1015,0.055,55.9842348098755,0,0,4096,64,64,4777.17724609375,4777.17724609375,1589248
1016,0.054,55.9842357635498,0,0,4096,64,64,4781.89111328125,4781.89111328125,1589248
1017,0.056,55.9842367172241,0,0,4096,64,64,4786.60498046875,4786.60498046875,1589248
1018,0.051,55.9842376708984,0,0,4096,64,64,4791.31884765625,4791.31884765625,1589248
1019,0.057,55.9842386245728,0,0,4096,64,64,4796.03271484375,4796.03271484375,1589248
1020,0.06,55.9842395782471,0,0,4096,64,64,4800.74658203125,4800.74658203125,1589248
1021,0.047,55.9842405319214,0,0,4096,64,64,4805.46044921875,4805.46044921875,1589248
1022,0.057,55.9842414855957,0,0,4096,64,64,4810.17431640625,4810.17431640625,1589248
1023,0.064,55.98473072052,0,0,4096,64,64,4814.88818359375,4814.88818359375,1589248
1024,0.043,55.9847316741943,0,0,4096,64,64,4819.60205078125,4819.60205078125,1589248
1025,0.056,55.9847326278687,0,0,4096,64,64,4824.31591796875,4824.31591796875,1589248
1026,0.052,55.984733581543,0,0,4096,64,64,4829.02978515625,4829.02978515625,1589248
1027,0.043,55.9847345352173,0,0,4096,64,64,4833.74365234375,4833.74365234375,1589248
1028,0.054,55.9847354888916,0,0,4096,64,64,4838.45751953125,4838.45751953125,1589248
1029,0.038,55.9847364425659,0,0,4096,64,64,4843.17138671875,4843.17138671875,1589248
1030,0.052,55.9847373962402,0,0,4096,64,64,4847.88525390625,4847.88525390625,1589248
1031,0.044,55.9847383499146,0,0,4096,64,64,4852.59912109375,4852.59912109375,1589248
1032,0.062,55.9847393035889,0,0,4096,64,64,4857.31298828125,4857.31298828125,1589248
1033,0.045,55.9847402572632,0,0,4096,64,64,4862.02685546875,4862.02685546875,1589248
1034,0.056,55.9847412109375,0,0,4096,64,64,4866.74072265625,4866.74072265625,1589248
1035,0.056,55.9847421646118,0,0,4096,64,64,4871.45458984375,4871.45458984375,1589248
1036,0.046,55.9847431182861,0,0,4096,64,64,4876.16845703125,4876.16845703125,1589248
1037,0.056,55.9847440719604,0,0,4096,64,64,4880.88232421875,4880.88232421875,1589248
1038,0.056,55.9847450256348,0,0,4096,64,64,4885.59619140625,4885.59619140625,1589248
1039,0.113,55.9847459793091,0,0,4096,64,64,4890.31005859375,4890.31005859375,1589248
1040,0.04,55.9847469329834,0,0,4096,64,64,4895.02392578125,4895.02392578125,1589248
1041,0.044,55.9847478866577,0,0,4096,64,64,4899.73779296875,4899.73779296875,1589248
1042,0.042,55.984748840332,0,0,4096,64,64,4904.45166015625,4904.45166015625,1589248
1043,0.038,55.9847497940063,0,0,4096,64,64,4909.16552734375,4909.16552734375,1589248
1044,0.063,55.9857273101807,0,0,4096,64,64,4913.87939453125,4913.87939453125,1589248
1045,0.058,55.985728263855,0,0,4096,64,64,4918.59326171875,4918.59326171875,1589248
1046,0.053,55.9857292175293,0,0,4096,64,64,4923.30712890625,4923.30712890625,1589248
1047,0.052,55.9857301712036,0,0,4096,64,64,4928.02099609375,4928.02099609375,1589248
1048,0.055,55.9857311248779,0,0,4096,64,64,4932.73486328125,4932.73486328125,1589248
1049,0.059,55.9857320785522,0,0,4096,64,64,4937.44873046875,4937.44873046875,1589248
1050,0.055,55.9857330322266,0,0,4096,64,64,4942.16259765625,4942.16259765625,1589248
1051,0.071,55.9857339859009,0,0,4096,64,64,4946.87646484375,4946.87646484375,1589248
1052,0.037,55.9857349395752,0,0,4096,64,64,4951.59033203125,4951.59033203125,1589248
1053,0.04,55.9857358932495,0,0,4096,64,64,4956.30419921875,4956.30419921875,1589248
1054,0.043,55.9857368469238,0,0,4096,64,64,4961.01806640625,4961.01806640625,1589248
1055,0.041,55.9857378005981,0,0,4096,64,64,4965.73193359375,4965.73193359375,1589248
1056,0.037,55.9857387542725,0,0,4096,64,64,4970.44580078125,4970.44580078125,1589248
1057,0.036,55.9857397079468,0,0,4096,64,64,4975.15966796875,4975.15966796875,1589248
1058,0.071,55.9857406616211,0,0,4096,64,64,4979.87353515625,4979.87353515625,1589248
1059,0.17,55.9857416152954,0,0,4096,64,64,4984.58740234375,4984.58740234375,1589248
1060,0.041,55.9857425689697,0,0,4096,64,64,4989.30126953125,4989.30126953125,1589248
1061,0.044,55.985743522644,0,0,4096,64,64,4994.01513671875,4994.01513671875,1589248
1062,0.042,55.9857444763184,0,0,4096,64,64,4998.72900390625,4998.72900390625,1589248
1063,0.046,55.9857454299927,0,0,4096,64,64,5003.44287109375,5003.44287109375,1589248
1064,0.045,55.985746383667,0,0,4096,64,64,5008.15673828125,5008.15673828125,1589248
1065,0.039,55.9857473373413,0,0,4096,64,64,5012.87060546875,5012.87060546875,1589248
1066,0.044,55.9857482910156,0,0,4096,64,64,5017.58447265625,5017.58447265625,1589248
1067,0.039,55.9857492446899,0,0,4096,64,64,5022.29833984375,5022.29833984375,1589248
1068,0.035,55.9857501983643,0,0,4096,64,64,5027.01220703125,5027.01220703125,1589248
1069,0.131,55.9857511520386,0,0,4096,64,64,5031.72607421875,5031.72607421875,1589248
1070,0.038,55.9857521057129,0,0,4096,64,64,5036.43994140625,5036.43994140625,1589248
1071,0.04,55.9857530593872,0,0,4096,64,64,5041.15380859375,5041.15380859375,1589248
1072,0.044,55.9857540130615,0,0,4096,64,64,5045.86767578125,5045.86767578125,1589248
1073,0.044,55.9857549667358,0,0,4096,64,64,5050.58154296875,5050.58154296875,1589248
1074,0.04,55.9857559204102,0,0,4096,64,64,5055.29541015625,5055.29541015625,1589248
1075,0.067,55.9857568740845,0,0,4096,64,64,5060.00927734375,5060.00927734375,1589248
1076,0.064,55.9857578277588,0,0,4096,64,64,5064.72314453125,5064.72314453125,1589248
1077,0.055,55.9857587814331,0,0,4096,64,64,5069.43701171875,5069.43701171875,1589248
1078,0.054,55.9857597351074,0,0,4096,64,64,5074.15087890625,5074.15087890625,1589248
1079,0.041,55.9857606887817,0,0,4096,64,64,5078.86474609375,5078.86474609375,1589248
1080,0.046,55.9857616424561,0,0,4096,64,64,5083.57861328125,5083.57861328125,1589248
1081,43.108,56.7028303146362,7,7,4096,64,64,5088.29248046875,5088.29248046875,1589248
1082,0.041,55.9857635498047,0,0,4096,64,64,5093.00634765625,5093.00634765625,1589248
1083,0.014,55.9868783950806,0,0,4096,64,64,5097.72021484375,5097.72021484375,1589248
1084,0.031,55.9857654571533,0,0,4096,64,64,5102.43408203125,5102.43408203125,1589248
1085,0.032,55.9857664108276,0,0,4096,64,64,5107.14794921875,5107.14794921875,1589248
1086,0.03,55.985767364502,0,0,4096,64,64,5111.86181640625,5111.86181640625,1589248
1087,0.036,55.9877214431763,0,0,4096,64,64,5116.57568359375,5116.57568359375,1589248
1088,0.053,55.9877223968506,0,0,4096,64,64,5121.28955078125,5121.28955078125,1589248
