tick,read_write_time_ms,mem_usage_mb,chunks_loaded,chunks_unloaded,used_cells,used_cells_bbox_w,used_cells_bbox_h,player_x,player_y,savefile_size
1,8.163,55.1877470016479,16,0,4096,64,64,16.0,16.0,1589248
2,0.048,55.912712097168,0,0,4096,64,64,16.0,16.0,1589248
3,0.02,55.913857460022,0,0,4096,64,64,16.0,16.0,1589248
4,0.01,55.9150333404541,0,0,4096,64,64,16.0,16.0,1589248
5,0.03,55.9136152267456,0,0,4096,64,64,16.0,16.0,1589248
6,0.011,55.9147300720215,0,0,4096,64,64,20.7140464782715,20.7140464782715,1589248
7,0.03,55.9137392044067,0,0,4096,64,64,25.428092956543,25.428092956543,1589248
8,0.049,55.9137401580811,0,0,4096,64,64,30.1421394348145,30.1421394348145,1589248
9,0.046,55.9137411117554,0,0,4096,64,64,34.8561859130859,34.8561859130859,1589248
10,0.056,55.9137420654297,0,0,4096,64,64,39.5702323913574,39.5702323913574,1589248
11,0.048,55.913743019104,0,0,4096,64,64,44.2842788696289,44.2842788696289,1589248
12,0.04,55.9139881134033,0,0,4096,64,64,48.9983253479004,48.9983253479004,1589248
13,0.039,55.9139890670776,0,0,4096,64,64,53.7123718261719,53.7123718261719,1589248
14,0.072,55.913990020752,0,0,4096,64,64,58.4264183044434,58.4264183044434,1589248
15,0.048,55.9139909744263,0,0,4096,64,64,63.1404647827148,63.1404647827148,1589248
16,0.043,55.9139919281006,0,0,4096,64,64,67.8545074462891,67.8545074462891,1589248
17,0.041,55.9139928817749,0,0,4096,64,64,72.5685501098633,72.5685501098633,1589248
18,0.045,55.9139938354492,0,0,4096,64,64,77.2825927734375,77.2825927734375,1589248
19,0.042,55.9139947891235,0,0,4096,64,64,81.9966354370117,81.9966354370117,1589248
20,0.04,55.9139957427979,0,0,4096,64,64,86.7106781005859,86.7106781005859,1589248
21,0.039,55.9139966964722,0,0,4096,64,64,91.4247207641602,91.4247207641602,1589248
22,0.044,55.9139976501465,0,0,4096,64,64,96.1387634277344,96.1387634277344,1589248
23,0.043,55.9144868850708,0,0,4096,64,64,100.852806091309,100.852806091309,1589248
24,0.057,55.9144878387451,0,0,4096,64,64,105.566848754883,105.566848754883,1589248
25,0.057,55.9144887924194,0,0,4096,64,64,110.280891418457,110.280891418457,1589248
26,0.041,55.9144897460938,0,0,4096,64,64,114.994934082031,114.994934082031,1589248
27,0.057,55.9144906997681,0,0,4096,64,64,119.708976745605,119.708976745605,1589248
28,0.075,55.9144916534424,0,0,4096,64,64,124.42301940918,124.42301940918,1589248
29,0.04,55.9144926071167,0,0,4096,64,64,129.137069702148,129.137069702148,1589248
30,0.038,55.914493560791,0,0,4096,64,64,133.851119995117,133.851119995117,1589248
31,0.055,55.9144945144653,0,0,4096,64,64,138.565170288086,138.565170288086,1589248
32,0.045,55.9144954681396,0,0,4096,64,64,143.279220581055,143.279220581055,1589248
33,0.048,55.914496421814,0,0,4096,64,64,147.993270874023,147.993270874023,1589248
34,0.058,55.9144973754883,0,0,4096,64,64,152.707321166992,152.707321166992,1589248
35,0.044,55.9144983291626,0,0,4096,64,64,157.421371459961,157.421371459961,1589248
36,0.062,55.9144992828369,0,0,4096,64,64,162.13542175293,162.13542175293,1589248
37,0.063,55.9145002365112,0,0,4096,64,64,166.849472045898,166.849472045898,1589248
38,0.059,55.9145011901855,0,0,4096,64,64,171.563522338867,171.563522338867,1589248
39,0.051,55.9145021438599,0,0,4096,64,64,176.277572631836,176.277572631836,1589248
40,0.057,55.9145030975342,0,0,4096,64,64,180.991622924805,180.991622924805,1589248
41,0.041,55.9145040512085,0,0,4096,64,64,185.705673217773,185.705673217773,1589248
42,0.061,55.9145050048828,0,0,4096,64,64,190.419723510742,190.419723510742,1589248
43,0.058,55.9145059585571,0,0,4096,64,64,195.133773803711,195.133773803711,1589248
44,0.054,55.9154834747314,0,0,4096,64,64,199.84782409668,199.84782409668,1589248
45,0.044,55.9154844284058,0,0,4096,64,64,204.561874389648,204.561874389648,1589248
46,0.047,55.9154853820801,0,0,4096,64,64,209.275924682617,209.275924682617,1589248
47,0.049,55.9154863357544,0,0,4096,64,64,213.989974975586,213.989974975586,1589248
48,0.061,55.9179058074951,0,0,4096,64,64,218.704025268555,218.704025268555,1589248
49,0.041,55.915488243103,0,0,4096,64,64,223.418075561523,223.418075561523,1589248
50,0.044,55.9154891967773,0,0,4096,64,64,228.132125854492,228.132125854492,1589248
51,0.055,55.9154901504517,0,0,4096,64,64,232.846176147461,232.846176147461,1589248
52,0.037,55.915491104126,0,0,4096,64,64,237.56022644043,237.56022644043,1589248
53,0.038,55.9154920578003,0,0,4096,64,64,242.274276733398,242.274276733398,1589248
54,0.049,55.9154930114746,0,0,4096,64,64,246.988327026367,246.988327026367,1589248
55,0.053,55.9154939651489,0,0,4096,64,64,251.702377319336,251.702377319336,1589248
56,0.054,55.9154949188232,0,0,4096,64,64,256.416412353516,256.416412353516,1589248
57,0.046,55.9154958724976,0,0,4096,64,64,261.130462646484,261.130462646484,1589248
58,0.065,55.9154968261719,0,0,4096,64,64,265.844512939453,265.844512939453,1589248
59,0.04,55.9154977798462,0,0,4096,64,64,270.558563232422,270.558563232422,1589248
60,0.045,55.9154987335205,0,0,4096,64,64,275.272613525391,275.272613525391,1589248
61,0.046,55.9154996871948,0,0,4096,64,64,279.986663818359,279.986663818359,1589248
62,0.044,55.9155006408691,0,0,4096,64,64,284.700714111328,284.700714111328,1589248
63,0.046,55.9155015945435,0,0,4096,64,64,289.414764404297,289.414764404297,1589248
64,0.073,55.9155025482178,0,0,4096,64,64,294.128814697266,294.128814697266,1589248
65,0.045,55.9155035018921,0,0,4096,64,64,298.842864990234,298.842864990234,1589248
66,0.056,55.9155044555664,0,0,4096,64,64,303.556915283203,303.556915283203,1589248
67,0.041,55.9155054092407,0,0,4096,64,64,308.270965576172,308.270965576172,1589248
68,0.149,55.915506362915,0,0,4096,64,64,312.985015869141,312.985015869141,1589248
69,0.036,55.9155073165894,0,0,4096,64,64,317.699066162109,317.699066162109,1589248
70,0.038,55.9155082702637,0,0,4096,64,64,322.413116455078,322.413116455078,1589248
71,0.041,55.915509223938,0,0,4096,64,64,327.127166748047,327.127166748047,1589248
72,0.037,55.9155101776123,0,0,4096,64,64,331.841217041016,331.841217041016,1589248
73,0.037,55.9155111312866,0,0,4096,64,64,336.555267333984,336.555267333984,1589248
74,0.04,55.9155120849609,0,0,4096,64,64,341.269317626953,341.269317626953,1589248
75,0.038,55.9155130386353,0,0,4096,64,64,345.983367919922,345.983367919922,1589248
76,0.037,55.9155139923096,0,0,4096,64,64,350.697418212891,350.697418212891,1589248
77,0.044,55.9155149459839,0,0,4096,64,64,355.411468505859,355.411468505859,1589248
78,0.053,55.9155158996582,0,0,4096,64,64,360.125518798828,360.125518798828,1589248
79,0.037,55.9155168533325,0,0,4096,64,64,364.839569091797,364.839569091797,1589248
80,0.042,55.9155178070068,0,0,4096,64,64,369.553619384766,369.553619384766,1589248
81,0.055,55.9155187606812,0,0,4096,64,64,374.267669677734,374.267669677734,1589248
82,0.237,55.9155197143555,0,0,4096,64,64,378.981719970703,378.981719970703,1589248
83,0.044,55.9155206680298,0,0,4096,64,64,383.695770263672,383.695770263672,1589248
84,0.047,55.9155216217041,0,0,4096,64,64,388.409820556641,388.409820556641,1589248
85,0.087,55.9155225753784,0,0,4096,64,64,393.123870849609,393.123870849609,1589248
86,0.058,55.9155235290527,0,0,4096,64,64,397.837921142578,397.837921142578,1589248
87,0.058,55.9174776077271,0,0,4096,64,64,402.551971435547,402.551971435547,1589248
88,0.047,55.9174785614014,0,0,4096,64,64,407.266021728516,407.266021728516,1589248
89,0.038,55.9174795150757,0,0,4096,64,64,411.980072021484,411.980072021484,1589248
90,0.102,55.91748046875,0,0,4096,64,64,416.694122314453,416.694122314453,1589248
91,0.05,55.9174814224243,0,0,4096,64,64,421.408172607422,421.408172607422,1589248
92,0.054,55.9174823760986,0,0,4096,64,64,426.122222900391,426.122222900391,1589248
93,0.048,55.9174833297729,0,0,4096,64,64,430.836273193359,430.836273193359,1589248
94,0.066,55.9174842834473,0,0,4096,64,64,435.550323486328,435.550323486328,1589248
95,0.049,55.9174852371216,0,0,4096,64,64,440.264373779297,440.264373779297,1589248
96,0.048,55.9174861907959,0,0,4096,64,64,444.978424072266,444.978424072266,1589248
97,0.048,55.9174871444702,0,0,4096,64,64,449.692474365234,449.692474365234,1589248
98,0.05,55.9174880981445,0,0,4096,64,64,454.406524658203,454.406524658203,1589248
99,0.063,55.9174890518188,0,0,4096,64,64,459.120574951172,459.120574951172,1589248
100,0.055,55.9174900054932,0,0,4096,64,64,463.834625244141,463.834625244141,1589248
101,0.058,55.9174909591675,0,0,4096,64,64,468.548675537109,468.548675537109,1589248
102,0.036,55.9174919128418,0,0,4096,64,64,473.262725830078,473.262725830078,1589248
103,0.059,55.9174928665161,0,0,4096,64,64,477.976776123047,477.976776123047,1589248
104,0.048,55.9174938201904,0,0,4096,64,64,482.690826416016,482.690826416016,1589248
105,0.048,55.9174947738647,0,0,4096,64,64,487.404876708984,487.404876708984,1589248
106,0.051,55.9174957275391,0,0,4096,64,64,492.118927001953,492.118927001953,1589248
107,0.039,55.9174966812134,0,0,4096,64,64,496.832977294922,496.832977294922,1589248
108,0.048,55.9199161529541,0,0,4096,64,64,501.547027587891,501.547027587891,1589248
109,0.052,55.917498588562,0,0,4096,64,64,506.261077880859,506.261077880859,1589248
110,0.059,55.9174995422363,0,0,4096,64,64,510.975128173828,510.975128173828,1589248
111,0.076,55.9175004959106,0,0,4096,64,64,515.689147949219,515.689147949219,1589248
112,0.038,55.917501449585,0,0,4096,64,64,520.403198242188,520.403198242188,1589248
113,0.059,55.9175024032593,0,0,4096,64,64,525.117248535156,525.117248535156,1589248
114,0.042,55.9175033569336,0,0,4096,64,64,529.831298828125,529.831298828125,1589248
115,0.061,55.9175043106079,0,0,4096,64,64,534.545349121094,534.545349121094,1589248
116,0.057,55.9175052642822,0,0,4096,64,64,539.259399414063,539.259399414063,1589248
117,0.039,55.9175062179565,0,0,4096,64,64,543.973449707031,543.973449707031,1589248
118,0.04,55.9175071716309,0,0,4096,64,64,548.6875,548.6875,1589248
119,0.044,55.9175081253052,0,0,4096,64,64,553.401550292969,553.401550292969,1589248
120,0.043,55.9175090789795,0,0,4096,64,64,558.115600585938,558.115600585938,1589248
121,0.047,55.9175100326538,0,0,4096,64,64,562.829650878906,562.829650878906,1589248
122,0.059,55.9175109863281,0,0,4096,64,64,567.543701171875,567.543701171875,1589248
123,0.047,55.9175119400024,0,0,4096,64,64,572.257751464844,572.257751464844,1589248
124,0.062,55.9175128936768,0,0,4096,64,64,576.971801757813,576.971801757813,1589248
125,0.063,55.9175138473511,0,0,4096,64,64,581.685852050781,581.685852050781,1589248
126,0.102,55.9175148010254,0,0,4096,64,64,586.39990234375,586.39990234375,1589248
127,0.053,55.9175157546997,0,0,4096,64,64,591.113952636719,591.113952636719,1589248
128,0.058,55.917516708374,0,0,4096,64,64,595.828002929688,595.828002929688,1589248
129,0.049,55.9175176620483,0,0,4096,64,64,600.542053222656,600.542053222656,1589248
130,0.043,55.9175186157227,0,0,4096,64,64,605.256103515625,605.256103515625,1589248
131,0.038,55.917519569397,0,0,4096,64,64,609.970153808594,609.970153808594,1589248
132,0.046,55.9175205230713,0,0,4096,64,64,614.684204101563,614.684204101563,1589248
133,0.042,55.9175214767456,0,0,4096,64,64,619.398254394531,619.398254394531,1589248
134,0.057,55.9175224304199,0,0,4096,64,64,624.1123046875,624.1123046875,1589248
135,0.04,55.9175233840942,0,0,4096,64,64,628.826354980469,628.826354980469,1589248
136,0.038,55.9175243377686,0,0,4096,64,64,633.540405273438,633.540405273438,1589248
137,0.034,55.9175252914429,0,0,4096,64,64,638.254455566406,638.254455566406,1589248
138,0.035,55.9175262451172,0,0,4096,64,64,642.968505859375,642.968505859375,1589248
139,0.039,55.9175271987915,0,0,4096,64,64,647.682556152344,647.682556152344,1589248
140,0.042,55.9175281524658,0,0,4096,64,64,652.396606445313,652.396606445313,1589248
141,0.194,55.9175291061401,0,0,4096,64,64,657.110656738281,657.110656738281,1589248
142,0.074,55.9175300598145,0,0,4096,64,64,661.82470703125,661.82470703125,1589248
143,0.045,55.9175310134888,0,0,4096,64,64,666.538757324219,666.538757324219,1589248
144,0.036,55.9175319671631,0,0,4096,64,64,671.252807617188,671.252807617188,1589248
145,0.055,55.9175329208374,0,0,4096,64,64,675.966857910156,675.966857910156,1589248
146,0.043,55.9175338745117,0,0,4096,64,64,680.680908203125,680.680908203125,1589248
147,0.041,55.917534828186,0,0,4096,64,64,685.394958496094,685.394958496094,1589248
148,0.072,55.9175357818604,0,0,4096,64,64,690.109008789063,690.109008789063,1589248
149,0.065,55.9175367355347,0,0,4096,64,64,694.823059082031,694.823059082031,1589248
150,0.109,55.917537689209,0,0,4096,64,64,699.537109375,699.537109375,1589248
151,0.057,55.9175386428833,0,0,4096,64,64,704.251159667969,704.251159667969,1589248
152,0.047,55.9175395965576,0,0,4096,64,64,708.965209960938,708.965209960938,1589248
153,0.058,55.9175405502319,0,0,4096,64,64,713.679260253906,713.679260253906,1589248
154,0.251,55.9175415039063,0,0,4096,64,64,718.393310546875,718.393310546875,1589248
155,0.055,55.9175424575806,0,0,4096,64,64,723.107360839844,723.107360839844,1589248
156,0.05,55.9175434112549,0,0,4096,64,64,727.821411132813,727.821411132813,1589248
157,0.054,55.9175443649292,0,0,4096,64,64,732.535461425781,732.535461425781,1589248
158,0.037,55.9175453186035,0,0,4096,64,64,737.24951171875,737.24951171875,1589248
159,0.059,55.9175462722778,0,0,4096,64,64,741.963562011719,741.963562011719,1589248
160,0.066,55.9175472259521,0,0,4096,64,64,746.677612304688,746.677612304688,1589248
161,0.041,55.9175481796265,0,0,4096,64,64,751.391662597656,751.391662597656,1589248
162,0.041,55.9175491333008,0,0,4096,64,64,756.105712890625,756.105712890625,1589248
163,0.054,55.9175500869751,0,0,4096,64,64,760.819763183594,760.819763183594,1589248
164,0.049,55.9175510406494,0,0,4096,64,64,765.533813476563,765.533813476563,1589248
165,0.059,55.9175519943237,0,0,4096,64,64,770.247863769531,770.247863769531,1589248
166,0.047,55.917552947998,0,0,4096,64,64,774.9619140625,774.9619140625,1589248
167,0.047,55.9175539016724,0,0,4096,64,64,779.675964355469,779.675964355469,1589248
168,0.058,55.9199733734131,0,0,4096,64,64,784.390014648438,784.390014648438,1589248
169,0.044,55.917555809021,0,0,4096,64,64,789.104064941406,789.104064941406,1589248
170,0.046,55.9175567626953,0,0,4096,64,64,793.818115234375,793.818115234375,1589248
171,0.062,55.9175577163696,0,0,4096,64,64,798.532165527344,798.532165527344,1589248
172,0.047,55.9214649200439,0,0,4096,64,64,803.246215820313,803.246215820313,1589248
173,0.057,55.9214658737183,0,0,4096,64,64,807.960266113281,807.960266113281,1589248
174,0.053,55.9214668273926,0,0,4096,64,64,812.67431640625,812.67431640625,1589248
175,0.06,55.9214677810669,0,0,4096,64,64,817.388366699219,817.388366699219,1589248
176,0.056,55.9214687347412,0,0,4096,64,64,822.102416992188,822.102416992188,1589248
177,0.041,55.9214696884155,0,0,4096,64,64,826.816467285156,826.816467285156,1589248
178,0.058,55.9214706420898,0,0,4096,64,64,831.530517578125,831.530517578125,1589248
179,0.085,55.9214715957642,0,0,4096,64,64,836.244567871094,836.244567871094,1589248
180,0.05,55.9214725494385,0,0,4096,64,64,840.958618164063,840.958618164063,1589248
181,0.042,55.9214735031128,0,0,4096,64,64,845.672668457031,845.672668457031,1589248
182,0.044,55.9214744567871,0,0,4096,64,64,850.38671875,850.38671875,1589248
183,0.043,55.9214754104614,0,0,4096,64,64,855.100769042969,855.100769042969,1589248
184,0.044,55.9214763641357,0,0,4096,64,64,859.814819335938,859.814819335938,1589248
185,0.043,55.9214773178101,0,0,4096,64,64,864.528869628906,864.528869628906,1589248
186,0.052,55.9214782714844,0,0,4096,64,64,869.242919921875,869.242919921875,1589248
187,0.057,55.9214792251587,0,0,4096,64,64,873.956970214844,873.956970214844,1589248
188,0.037,55.921480178833,0,0,4096,64,64,878.671020507813,878.671020507813,1589248
189,0.039,55.9214811325073,0,0,4096,64,64,883.385070800781,883.385070800781,1589248
190,0.043,55.9214820861816,0,0,4096,64,64,888.09912109375,888.09912109375,1589248
191,0.062,55.921483039856,0,0,4096,64,64,892.813171386719,892.813171386719,1589248
192,0.059,55.9214839935303,0,0,4096,64,64,897.527221679688,897.527221679688,1589248
193,0.059,55.9214849472046,0,0,4096,64,64,902.241271972656,902.241271972656,1589248
194,0.064,55.9214859008789,0,0,4096,64,64,906.955322265625,906.955322265625,1589248
195,0.042,55.9214868545532,0,0,4096,64,64,911.669372558594,911.669372558594,1589248
196,0.045,55.9214878082275,0,0,4096,64,64,916.383422851563,916.383422851563,1589248
197,0.067,55.9214887619019,0,0,4096,64,64,921.097473144531,921.097473144531,1589248
198,0.035,55.9214897155762,0,0,4096,64,64,925.8115234375,925.8115234375,1589248
199,0.046,55.9214906692505,0,0,4096,64,64,930.525573730469,930.525573730469,1589248
200,0.039,55.9214916229248,0,0,4096,64,64,935.239624023438,935.239624023438,1589248
201,0.036,55.9214925765991,0,0,4096,64,64,939.953674316406,939.953674316406,1589248
202,0.042,55.9214935302734,0,0,4096,64,64,944.667724609375,944.667724609375,1589248
203,0.035,55.9214944839478,0,0,4096,64,64,949.381774902344,949.381774902344,1589248
204,0.035,55.9214954376221,0,0,4096,64,64,954.095825195313,954.095825195313,1589248
205,0.042,55.9214963912964,0,0,4096,64,64,958.809875488281,958.809875488281,1589248
206,0.046,55.9214973449707,0,0,4096,64,64,963.52392578125,963.52392578125,1589248
207,0.043,55.921498298645,0,0,4096,64,64,968.237976074219,968.237976074219,1589248
208,0.045,55.9214992523193,0,0,4096,64,64,972.952026367188,972.952026367188,1589248
209,0.064,55.9215002059937,0,0,4096,64,64,977.666076660156,977.666076660156,1589248
210,0.052,55.921501159668,0,0,4096,64,64,982.380126953125,982.380126953125,1589248
211,0.054,55.9215021133423,0,0,4096,64,64,987.094177246094,987.094177246094,1589248
212,0.052,55.9215030670166,0,0,4096,64,64,991.808227539063,991.808227539063,1589248
213,43.157,56.708815574646,7,7,4096,64,64,996.522277832031,996.522277832031,1589248
214,0.038,55.9917488098145,0,0,4096,64,64,1001.236328125,1001.236328125,1589248
215,0.013,55.9928636550903,0,0,4096,64,64,1005.95037841797,1005.95037841797,1589248
216,0.012,55.9939785003662,0,0,4096,64,64,1010.66442871094,1010.66442871094,1589248
217,0.03,55.9917516708374,0,0,4096,64,64,1015.37847900391,1015.37847900391,1589248
218,0.013,55.9928665161133,0,0,4096,64,64,1020.09252929688,1020.09252929688,1589248
219,0.044,55.991753578186,0,0,4096,64,64,1024.80651855469,1024.80651855469,1589248
220,0.062,55.9917545318604,0,0,4096,64,64,1029.5205078125,1029.5205078125,1589248
221,0.063,55.9917554855347,0,0,4096,64,64,1034.23449707031,1034.23449707031,1589248
222,0.049,55.991756439209,0,0,4096,64,64,1038.94848632813,1038.94848632813,1589248
223,0.042,55.9917573928833,0,0,4096,64,64,1043.66247558594,1043.66247558594,1589248
224,0.048,55.9917583465576,0,0,4096,64,64,1048.37646484375,1048.37646484375,1589248
225,0.05,55.9917593002319,0,0,4096,64,64,1053.09045410156,1053.09045410156,1589248
226,0.036,55.9917602539063,0,0,4096,64,64,1057.80444335938,1057.80444335938,1589248
227,0.053,55.9917612075806,0,0,4096,64,64,1062.51843261719,1062.51843261719,1589248
228,0.048,55.9941806793213,0,0,4096,64,64,1067.232421875,1067.232421875,1589248
229,0.036,55.9917631149292,0,0,4096,64,64,1071.94641113281,1071.94641113281,1589248
230,0.066,55.9917640686035,0,0,4096,64,64,1076.66040039063,1076.66040039063,1589248
231,0.053,55.9917650222778,0,0,4096,64,64,1081.37438964844,1081.37438964844,1589248
232,0.044,55.9917659759521,0,0,4096,64,64,1086.08837890625,1086.08837890625,1589248
233,0.061,55.9917669296265,0,0,4096,64,64,1090.80236816406,1090.80236816406,1589248
234,0.047,55.9917678833008,0,0,4096,64,64,1095.51635742188,1095.51635742188,1589248
235,0.065,55.9917688369751,0,0,4096,64,64,1100.23034667969,1100.23034667969,1589248
236,0.057,55.9917697906494,0,0,4096,64,64,1104.9443359375,1104.9443359375,1589248
237,0.042,55.9917707443237,0,0,4096,64,64,1109.65832519531,1109.65832519531,1589248
238,0.055,55.991771697998,0,0,4096,64,64,1114.37231445313,1114.37231445313,1589248
239,0.046,55.9917726516724,0,0,4096,64,64,1119.08630371094,1119.08630371094,1589248
240,0.042,55.9917736053467,0,0,4096,64,64,1123.80029296875,1123.80029296875,1589248
241,0.062,55.991774559021,0,0,4096,64,64,1128.51428222656,1128.51428222656,1589248
242,0.04,55.9917755126953,0,0,4096,64,64,1133.22827148438,1133.22827148438,1589248
243,0.061,55.9917764663696,0,0,4096,64,64,1137.94226074219,1137.94226074219,1589248
244,0.058,55.9917774200439,0,0,4096,64,64,1142.65625,1142.65625,1589248
245,0.054,55.9917783737183,0,0,4096,64,64,1147.37023925781,1147.37023925781,1589248
246,0.039,55.9917793273926,0,0,4096,64,64,1152.08422851563,1152.08422851563,1589248
247,0.063,55.9917802810669,0,0,4096,64,64,1156.79821777344,1156.79821777344,1589248
248,0.055,55.9917812347412,0,0,4096,64,64,1161.51220703125,1161.51220703125,1589248
249,0.041,55.9917821884155,0,0,4096,64,64,1166.22619628906,1166.22619628906,1589248
250,0.058,55.9917831420898,0,0,4096,64,64,1170.94018554688,1170.94018554688,1589248
251,0.038,55.9917840957642,0,0,4096,64,64,1175.65417480469,1175.65417480469,1589248
252,0.04,55.9917850494385,0,0,4096,64,64,1180.3681640625,1180.3681640625,1589248
253,0.044,55.9917860031128,0,0,4096,64,64,1185.08215332031,1185.08215332031,1589248
254,0.053,55.9917869567871,0,0,4096,64,64,1189.79614257813,1189.79614257813,1589248
255,0.042,55.9917879104614,0,0,4096,64,64,1194.51013183594,1194.51013183594,1589248
256,0.061,55.9917888641357,0,0,4096,64,64,1199.22412109375,1199.22412109375,1589248
257,0.054,55.9917898178101,0,0,4096,64,64,1203.93811035156,1203.93811035156,1589248
258,0.048,55.9917907714844,0,0,4096,64,64,1208.65209960938,1208.65209960938,1589248
259,0.061,55.9917917251587,0,0,4096,64,64,1213.36608886719,1213.36608886719,1589248
260,0.269,55.991792678833,0,0,4096,64,64,1218.080078125,1218.080078125,1589248
261,0.043,55.9917936325073,0,0,4096,64,64,1222.79406738281,1222.79406738281,1589248
262,0.046,55.9917945861816,0,0,4096,64,64,1227.50805664063,1227.50805664063,1589248
263,0.059,55.991795539856,0,0,4096,64,64,1232.22204589844,1232.22204589844,1589248
264,0.039,55.9917964935303,0,0,4096,64,64,1236.93603515625,1236.93603515625,1589248
265,0.038,55.9917974472046,0,0,4096,64,64,1241.65002441406,1241.65002441406,1589248
266,0.04,55.9917984008789,0,0,4096,64,64,1246.36401367188,1246.36401367188,1589248
267,0.035,55.9917993545532,0,0,4096,64,64,1251.07800292969,1251.07800292969,1589248
268,0.04,55.9918003082275,0,0,4096,64,64,1255.7919921875,1255.7919921875,1589248
269,0.039,55.9918012619019,0,0,4096,64,64,1260.50598144531,1260.50598144531,1589248
270,0.042,55.9918022155762,0,0,4096,64,64,1265.21997070313,1265.21997070313,1589248
271,0.05,55.9918031692505,0,0,4096,64,64,1269.93395996094,1269.93395996094,1589248
272,0.053,55.9918041229248,0,0,4096,64,64,1274.64794921875,1274.64794921875,1589248
273,0.042,55.9918050765991,0,0,4096,64,64,1279.36193847656,1279.36193847656,1589248
274,0.054,55.9918060302734,0,0,4096,64,64,1284.07592773438,1284.07592773438,1589248
275,0.042,55.9918069839478,0,0,4096,64,64,1288.78991699219,1288.78991699219,1589248
276,0.113,55.9918079376221,0,0,4096,64,64,1293.50390625,1293.50390625,1589248
277,0.12,55.9918088912964,0,0,4096,64,64,1298.21789550781,1298.21789550781,1589248
278,0.056,55.9918098449707,0,0,4096,64,64,1302.93188476563,1302.93188476563,1589248
279,0.056,55.991810798645,0,0,4096,64,64,1307.64587402344,1307.64587402344,1589248
280,0.057,55.9918117523193,0,0,4096,64,64,1312.35986328125,1312.35986328125,1589248
281,0.064,55.9918127059937,0,0,4096,64,64,1317.07385253906,1317.07385253906,1589248
282,0.048,55.991813659668,0,0,4096,64,64,1321.78784179688,1321.78784179688,1589248
283,0.04,55.9918146133423,0,0,4096,64,64,1326.50183105469,1326.50183105469,1589248
284,0.052,55.9918155670166,0,0,4096,64,64,1331.2158203125,1331.2158203125,1589248
285,0.054,55.9918165206909,0,0,4096,64,64,1335.92980957031,1335.92980957031,1589248
286,0.056,55.9918174743652,0,0,4096,64,64,1340.64379882813,1340.64379882813,1589248
287,0.245,55.9918184280396,0,0,4096,64,64,1345.35778808594,1345.35778808594,1589248
288,0.055,55.9942378997803,0,0,4096,64,64,1350.07177734375,1350.07177734375,1589248
289,0.043,55.9918203353882,0,0,4096,64,64,1354.78576660156,1354.78576660156,1589248
290,0.071,55.9918212890625,0,0,4096,64,64,1359.49975585938,1359.49975585938,1589248
291,0.072,55.9918222427368,0,0,4096,64,64,1364.21374511719,1364.21374511719,1589248
292,0.043,55.9918231964111,0,0,4096,64,64,1368.927734375,1368.927734375,1589248
293,0.045,55.9918241500854,0,0,4096,64,64,1373.64172363281,1373.64172363281,1589248
294,0.248,55.9918251037598,0,0,4096,64,64,1378.35571289063,1378.35571289063,1589248
295,0.04,55.9918260574341,0,0,4096,64,64,1383.06970214844,1383.06970214844,1589248
296,0.062,55.9918270111084,0,0,4096,64,64,1387.78369140625,1387.78369140625,1589248
297,0.046,55.9918279647827,0,0,4096,64,64,1392.49768066406,1392.49768066406,1589248
298,0.06,55.991828918457,0,0,4096,64,64,1397.21166992188,1397.21166992188,1589248
299,0.054,55.9918298721313,0,0,4096,64,64,1401.92565917969,1401.92565917969,1589248
300,0.037,55.9918308258057,0,0,4096,64,64,1406.6396484375,1406.6396484375,1589248
301,0.037,55.99183177948,0,0,4096,64,64,1411.35363769531,1411.35363769531,1589248
302,0.04,55.9918327331543,0,0,4096,64,64,1416.06762695313,1416.06762695313,1589248
303,0.053,55.9918336868286,0,0,4096,64,64,1420.78161621094,1420.78161621094,1589248
304,0.056,55.9918346405029,0,0,4096,64,64,1425.49560546875,1425.49560546875,1589248
305,0.054,55.9918355941772,0,0,4096,64,64,1430.20959472656,1430.20959472656,1589248
306,0.048,55.9918365478516,0,0,4096,64,64,1434.92358398438,1434.92358398438,1589248
307,0.047,55.9918375015259,0,0,4096,64,64,1439.63757324219,1439.63757324219,1589248
308,0.047,55.9918384552002,0,0,4096,64,64,1444.3515625,1444.3515625,1589248
309,0.052,55.9918394088745,0,0,4096,64,64,1449.06555175781,1449.06555175781,1589248
310,0.056,55.9918403625488,0,0,4096,64,64,1453.77954101563,1453.77954101563,1589248
311,0.062,55.9918413162231,0,0,4096,64,64,1458.49353027344,1458.49353027344,1589248
312,0.058,55.9918422698975,0,0,4096,64,64,1463.20751953125,1463.20751953125,1589248
313,0.04,55.9918432235718,0,0,4096,64,64,1467.92150878906,1467.92150878906,1589248
314,0.04,55.9918441772461,0,0,4096,64,64,1472.63549804688,1472.63549804688,1589248
315,0.049,55.9918451309204,0,0,4096,64,64,1477.34948730469,1477.34948730469,1589248
316,0.055,55.9918460845947,0,0,4096,64,64,1482.0634765625,1482.0634765625,1589248
317,0.049,55.991847038269,0,0,4096,64,64,1486.77746582031,1486.77746582031,1589248
318,0.241,55.9918479919434,0,0,4096,64,64,1491.49145507813,1491.49145507813,1589248
319,0.042,55.9918489456177,0,0,4096,64,64,1496.20544433594,1496.20544433594,1589248
320,0.057,55.991849899292,0,0,4096,64,64,1500.91943359375,1500.91943359375,1589248
